state,country,confirmed,deaths,date,month,year,population,confirmed_1d,deaths_1d,confirmed_moving_avg_7d,deaths_moving_avg_7d,confirmed_moving_avg_7d_rate_14,deaths_moving_avg_7d_rate_14,confirmed_trend,deaths_trend
Ceará,Brazil,645440,16947,2021-04-23,2021-04,2021,9192035,4852,271,5085,125,1.0625,0.786,upward,upward
Ceará,Brazil,649484,16964,2021-04-24,2021-04,2021,9148135,4044,17,4174,108,0.826,0.706,upward,downward
Ceará,Brazil,652148,16995,2021-04-25,2021-04,2021,9150346,2664,31,4158,109,0.7954,0.7124,upward,downward
Ceará,Brazil,655133,17028,2021-04-26,2021-04,2021,9132078,2985,33,4479,103,0.9824,0.851,upward,upward
Ceará,Brazil,661844,17178,2021-04-27,2021-04,2021,9144970,6711,150,4879,104,1.035,0.9453,upward,upward
Ceará,Brazil,664449,17280,2021-04-28,2021-04,2021,9132078,2605,102,4263,99,0.9043,0.9,upward,upward
Ceará,Brazil,667528,17418,2021-04-29,2021-04,2021,9132078,3079,138,3849,106,1.242,1.262,stable,stable
Ceará,Brazil,674717,17713,2021-04-30,2021-04,2021,9230427,7189,295,4183,110,1.012,1.158,upward,stable
Ceará,Brazil,677403,17767,2021-05-01,2021-05,2021,9135463,2686,54,3989,115,0.783,1.026,upward,upward
Ceará,Brazil,678271,17799,2021-05-02,2021-05,2021,9143780,868,32,3732,115,0.7583,1.055,upward,upward
Ceará,Brazil,688026,17844,2021-05-03,2021-05,2021,9263417,9755,45,4699,117,1.015,1.054,upward,upward
Ceará,Brazil,693300,18098,2021-05-04,2021-05,2021,9168073,5274,254,4494,132,1.042,1.147,upward,upward
Ceará,Brazil,697560,18167,2021-05-05,2021-05,2021,9188190,4260,69,4731,127,0.8926,0.941,upward,upward
Ceará,Brazil,701558,18265,2021-05-06,2021-05,2021,9184418,3998,98,4862,121,0.79,0.823,upward,upward
Ceará,Brazil,706540,18429,2021-05-07,2021-05,2021,9196928,4982,164,4547,103,0.894,0.824,upward,upward
Ceará,Brazil,712525,18517,2021-05-08,2021-05,2021,9209435,5985,88,5018,108,1.202,1.0,stable,upward
Ceará,Brazil,716862,18538,2021-05-09,2021-05,2021,9132078,4337,21,5513,106,1.326,0.9727,stable,upward
Ceará,Brazil,719925,18584,2021-05-10,2021-05,2021,9171097,3063,46,4557,106,1.018,1.029,upward,upward
Ceará,Brazil,722420,18598,2021-05-11,2021-05,2021,9132078,2495,14,4160,72,0.8525,0.6924,upward,downward
Ceará,Brazil,727045,18763,2021-05-12,2021-05,2021,9132078,4625,165,4213,86,0.9883,0.8687,upward,upward
Ceará,Brazil,730521,18915,2021-05-13,2021-05,2021,9132078,3476,152,4138,93,1.075,0.8774,upward,upward
Ceará,Brazil,734766,18995,2021-05-14,2021-05,2021,9132078,4245,80,4033,81,0.9644,0.7363,upward,downward
Ceará,Brazil,741469,19086,2021-05-15,2021-05,2021,9190271,6703,91,4135,82,1.036,0.713,upward,downward
Ceará,Brazil,744295,19117,2021-05-16,2021-05,2021,9152811,2826,31,3919,83,1.05,0.7217,upward,downward
Ceará,Brazil,746597,19246,2021-05-17,2021-05,2021,9145602,2302,129,3811,95,0.811,0.812,upward,upward
Ceará,Brazil,749955,19346,2021-05-18,2021-05,2021,9137134,3358,100,3934,107,0.8755,0.8105,upward,upward
Ceará,Brazil,752754,19439,2021-05-19,2021-05,2021,9132078,2799,93,3673,97,0.7764,0.7637,upward,upward
Ceará,Brazil,758808,19668,2021-05-20,2021-05,2021,9165076,6054,229,4041,108,0.831,0.8926,upward,upward
Ceará,Brazil,762353,19766,2021-05-21,2021-05,2021,9174741,3545,98,3941,111,0.8667,1.078,upward,upward
Ceará,Brazil,768094,19811,2021-05-22,2021-05,2021,9142803,5741,45,3804,104,0.7583,0.963,upward,upward
Ceará,Brazil,773008,19839,2021-05-23,2021-05,2021,9162612,4914,28,4102,104,0.744,0.981,downward,upward
Ceará,Brazil,775767,19848,2021-05-24,2021-05,2021,9132078,2759,9,4168,86,0.9146,0.8115,upward,upward
Ceará,Brazil,778444,19954,2021-05-25,2021-05,2021,9132078,2677,106,4070,87,0.9785,1.208,upward,stable
Ceará,Brazil,783105,20138,2021-05-26,2021-05,2021,9134983,4661,184,4336,100,1.029,1.163,upward,stable
Ceará,Brazil,787273,20204,2021-05-27,2021-05,2021,9132078,4168,66,4067,77,0.983,0.828,upward,upward
Ceará,Brazil,790459,20323,2021-05-28,2021-05,2021,9132078,3186,119,4016,80,0.9956,0.988,upward,upward
Ceará,Brazil,797953,20440,2021-05-29,2021-05,2021,9144317,7494,117,4266,90,1.031,1.098,upward,upward
Ceará,Brazil,800446,20441,2021-05-30,2021-05,2021,9132078,2493,1,3920,86,1.0,1.036,upward,upward
Ceará,Brazil,801735,20474,2021-05-31,2021-05,2021,9132078,1289,33,3710,90,0.9736,0.9473,upward,upward
Ceará,Brazil,805134,20587,2021-06-01,2021-06,2021,9132078,3399,113,3813,91,0.969,0.8506,upward,upward
Ceará,Brazil,809608,20720,2021-06-02,2021-06,2021,9132078,4474,133,3787,84,1.031,0.866,upward,upward
Ceará,Brazil,815740,20834,2021-06-03,2021-06,2021,9132078,6132,114,4067,90,1.007,0.8335,upward,upward
Ceará,Brazil,819014,20851,2021-06-04,2021-06,2021,9132078,3274,17,4080,76,1.035,0.6846,upward,downward
Ceará,Brazil,821842,20903,2021-06-05,2021-06,2021,9132078,2828,52,3413,67,0.897,0.644,upward,downward
Ceará,Brazil,825278,20914,2021-06-06,2021-06,2021,9149873,3436,11,3548,68,0.8647,0.654,upward,downward
Ceará,Brazil,826962,20940,2021-06-07,2021-06,2021,9150712,1684,26,3604,67,0.8647,0.7793,upward,upward
Ceará,Brazil,828838,21349,2021-06-08,2021-06,2021,9152795,1876,409,3387,109,0.832,1.253,upward,stable
Ceará,Brazil,828838,21349,2021-06-09,2021-06,2021,9132078,0,0,2748,90,0.634,0.9,downward,upward
Ceará,Brazil,835244,21379,2021-06-10,2021-06,2021,9147213,6406,30,2787,78,0.685,1.013,downward,upward
Ceará,Brazil,837223,21379,2021-06-11,2021-06,2021,9168886,1979,0,2602,76,0.648,0.95,downward,upward
Ceará,Brazil,841280,21379,2021-06-12,2021-06,2021,9176330,4057,0,2777,68,0.651,0.7554,downward,upward
Ceará,Brazil,845411,21379,2021-06-13,2021-06,2021,9176920,4131,0,2877,67,0.734,0.7793,downward,upward
Ceará,Brazil,848248,21460,2021-06-14,2021-06,2021,9132078,2837,81,3041,75,0.82,0.8335,upward,upward
Ceará,Brazil,852588,21699,2021-06-15,2021-06,2021,9144702,4340,239,3393,50,0.8896,0.5493,upward,downward
Ceará,Brazil,856267,21876,2021-06-16,2021-06,2021,9132078,3679,177,3919,76,1.035,0.905,upward,upward
Ceará,Brazil,858502,21901,2021-06-17,2021-06,2021,9132078,2235,25,3323,75,0.817,0.8335,upward,upward
Ceará,Brazil,861688,21967,2021-06-18,2021-06,2021,9132078,3186,66,3495,84,0.8564,1.105,upward,upward
Ceará,Brazil,864529,22043,2021-06-19,2021-06,2021,9132078,2841,76,3322,95,0.973,1.418,upward,stable
Ceará,Brazil,866542,22080,2021-06-20,2021-06,2021,9138828,2013,37,3019,101,0.851,1.485,upward,stable
Ceará,Brazil,867531,22161,2021-06-21,2021-06,2021,9138630,989,81,2755,101,0.7646,1.508,upward,stable
Ceará,Brazil,870556,22246,2021-06-22,2021-06,2021,9146735,3025,85,2567,79,0.758,0.7246,upward,downward
Ceará,Brazil,871980,22265,2021-06-23,2021-06,2021,9132078,1424,19,2245,56,0.817,0.622,upward,downward
Ceará,Brazil,872631,22304,2021-06-24,2021-06,2021,9132078,651,39,2019,58,0.7246,0.7437,downward,downward
Ceará,Brazil,876055,22352,2021-06-25,2021-06,2021,9132078,3424,48,2053,55,0.789,0.7236,upward,downward
Ceará,Brazil,878665,22420,2021-06-26,2021-06,2021,9132078,2610,68,2020,54,0.7275,0.794,downward,upward
Ceará,Brazil,880418,22442,2021-06-27,2021-06,2021,9132078,1753,22,1983,52,0.6895,0.776,downward,upward
Ceará,Brazil,881193,22454,2021-06-28,2021-06,2021,9132078,775,12,1952,42,0.642,0.56,downward,downward
Ceará,Brazil,885489,22554,2021-06-29,2021-06,2021,9132295,4296,100,2134,44,0.629,0.88,downward,upward
Ceará,Brazil,886757,22603,2021-06-30,2021-06,2021,9140087,1268,49,2111,49,0.5386,0.6445,downward,downward
Ceará,Brazil,887774,22627,2021-07-01,2021-07,2021,9132078,1017,24,2164,47,0.6514,0.6265,downward,downward
Ceará,Brazil,889947,22692,2021-07-02,2021-07,2021,9132078,2173,65,1985,49,0.568,0.5835,downward,downward
Ceará,Brazil,891967,22744,2021-07-03,2021-07,2021,9152806,2020,52,1901,47,0.5723,0.4946,downward,downward
Ceará,Brazil,892698,22747,2021-07-04,2021-07,2021,9132078,731,3,1755,44,0.5815,0.4355,downward,downward
Ceará,Brazil,893270,22753,2021-07-05,2021-07,2021,9132078,572,6,1726,43,0.6265,0.4258,downward,downward
Ceará,Brazil,894678,22791,2021-07-06,2021-07,2021,9132078,1408,38,1313,34,0.5117,0.4304,downward,downward
Ceará,Brazil,896564,22849,2021-07-07,2021-07,2021,9132078,1886,58,1401,36,0.624,0.643,downward,downward
Ceará,Brazil,897446,22909,2021-07-08,2021-07,2021,9132078,882,60,1382,41,0.6846,0.707,downward,downward
Ceará,Brazil,901227,23008,2021-07-09,2021-07,2021,9146642,3781,99,1612,46,0.785,0.8364,upward,upward
Ceará,Brazil,901794,23034,2021-07-10,2021-07,2021,9137823,567,26,1404,42,0.695,0.778,downward,upward
Ceará,Brazil,901794,23034,2021-07-11,2021-07,2021,9132078,0,0,1300,41,0.656,0.7886,downward,upward
Ceará,Brazil,902190,23053,2021-07-12,2021-07,2021,9132078,396,19,1275,43,0.6533,1.023,downward,upward
Ceará,Brazil,903171,23096,2021-07-13,2021-07,2021,9132078,981,43,1214,44,0.569,1.0,downward,upward
Ceará,Brazil,904502,23116,2021-07-14,2021-07,2021,9132078,1331,20,1134,39,0.537,0.796,downward,upward
Ceará,Brazil,907496,23192,2021-07-15,2021-07,2021,9144502,2994,76,1436,41,0.6636,0.8726,downward,upward
Ceará,Brazil,907496,23192,2021-07-16,2021-07,2021,9132078,0,0,896,27,0.4514,0.551,downward,downward
Ceará,Brazil,908578,23202,2021-07-17,2021-07,2021,9133616,1082,10,970,24,0.5103,0.5107,downward,downward
Ceará,Brazil,909020,23202,2021-07-18,2021-07,2021,9132078,442,0,1033,24,0.5884,0.5454,downward,downward
Ceará,Brazil,909205,23233,2021-07-19,2021-07,2021,9132078,185,31,1003,26,0.581,0.6045,downward,downward
Ceará,Brazil,909564,23262,2021-07-20,2021-07,2021,9132078,359,29,914,24,0.6963,0.706,downward,downward
Ceará,Brazil,911021,23287,2021-07-21,2021-07,2021,9146706,1457,25,932,25,0.665,0.6943,downward,downward
Ceará,Brazil,912497,23339,2021-07-22,2021-07,2021,9146873,1476,52,715,21,0.5176,0.512,downward,downward
Ceará,Brazil,913440,23361,2021-07-23,2021-07,2021,9132078,943,22,850,25,0.5273,0.5435,downward,downward
Ceará,Brazil,914005,23364,2021-07-24,2021-07,2021,9132078,565,3,776,24,0.5527,0.5713,downward,downward
Ceará,Brazil,914635,23382,2021-07-25,2021-07,2021,9138373,630,18,803,26,0.6177,0.6343,downward,downward
Ceará,Brazil,914992,23382,2021-07-26,2021-07,2021,9132078,357,0,827,22,0.6484,0.5117,downward,downward
Ceará,Brazil,916008,23402,2021-07-27,2021-07,2021,9132078,1016,20,921,20,0.759,0.4546,upward,downward
Ceará,Brazil,916994,23465,2021-07-28,2021-07,2021,9132078,986,63,854,26,0.753,0.6665,upward,downward
Ceará,Brazil,917645,23488,2021-07-29,2021-07,2021,9132078,651,23,736,22,0.5127,0.5366,downward,downward
Ceará,Brazil,918377,23497,2021-07-30,2021-07,2021,9132078,732,9,706,20,0.788,0.7407,upward,downward
Ceará,Brazil,919206,23519,2021-07-31,2021-07,2021,9132078,829,22,743,23,0.766,0.9585,upward,upward
Ceará,Brazil,919462,23519,2021-08-01,2021-08,2021,9132078,256,0,690,20,0.668,0.8335,downward,upward
Ceará,Brazil,919544,23528,2021-08-02,2021-08,2021,9132078,82,9,651,21,0.649,0.8076,downward,upward
Ceará,Brazil,920296,23566,2021-08-03,2021-08,2021,9132078,752,38,613,24,0.671,1.0,downward,upward
Ceará,Brazil,920296,23566,2021-08-04,2021-08,2021,9132078,0,0,472,15,0.5063,0.6,downward,downward
Ceará,Brazil,921483,23653,2021-08-05,2021-08,2021,9132078,1187,87,549,24,0.768,1.143,upward,upward
Ceará,Brazil,922409,23677,2021-08-06,2021-08,2021,9132078,926,24,576,26,0.6777,1.04,downward,upward
Ceará,Brazil,923045,23692,2021-08-07,2021-08,2021,9132078,636,15,549,25,0.7075,1.042,downward,upward
Ceará,Brazil,923331,23692,2021-08-08,2021-08,2021,9132078,286,0,553,25,0.6885,0.9614,downward,upward
Ceará,Brazil,923513,23727,2021-08-09,2021-08,2021,9133878,182,35,567,29,0.6855,1.318,downward,stable
Ceará,Brazil,924062,23741,2021-08-10,2021-08,2021,9132078,549,14,538,25,0.584,1.25,downward,stable
Ceará,Brazil,924654,23775,2021-08-11,2021-08,2021,9133767,592,34,623,30,0.7295,1.154,downward,stable
Ceará,Brazil,925096,23779,2021-08-12,2021-08,2021,9132078,442,4,517,18,0.7026,0.8184,downward,upward
Ceará,Brazil,925347,23787,2021-08-13,2021-08,2021,9132078,251,8,420,16,0.5947,0.8,downward,upward
Ceará,Brazil,926017,23815,2021-08-14,2021-08,2021,9132078,670,28,425,18,0.572,0.7827,downward,upward
Ceará,Brazil,926247,23822,2021-08-15,2021-08,2021,9132078,230,7,417,19,0.6045,0.95,downward,upward
Ceará,Brazil,926380,23829,2021-08-16,2021-08,2021,9132078,133,7,410,15,0.63,0.7144,downward,downward
Ceará,Brazil,926987,23859,2021-08-17,2021-08,2021,9132078,607,30,418,17,0.682,0.7085,downward,downward
Ceará,Brazil,927422,23905,2021-08-18,2021-08,2021,9132078,435,46,396,19,0.839,1.267,upward,stable
Ceará,Brazil,928016,23921,2021-08-19,2021-08,2021,9132078,594,16,418,21,0.761,0.875,upward,upward
Ceará,Brazil,928564,23953,2021-08-20,2021-08,2021,9137471,548,32,460,24,0.799,0.923,upward,upward
Ceará,Brazil,928921,23955,2021-08-21,2021-08,2021,9135589,357,2,415,20,0.756,0.8,upward,upward
Ceará,Brazil,929060,23961,2021-08-22,2021-08,2021,9133444,139,6,402,20,0.727,0.8,downward,upward
Ceará,Brazil,929060,23961,2021-08-23,2021-08,2021,9132078,0,0,383,19,0.6753,0.6553,downward,downward
Ceará,Brazil,929145,23975,2021-08-24,2021-08,2021,9132078,85,14,309,17,0.574,0.68,downward,downward
Ceará,Brazil,929670,23979,2021-08-25,2021-08,2021,9132078,525,4,322,11,0.517,0.3667,downward,downward
Ceará,Brazil,929954,23988,2021-08-26,2021-08,2021,9132078,284,9,277,10,0.5356,0.5557,downward,downward
Ceará,Brazil,930816,24015,2021-08-27,2021-08,2021,9140543,862,27,322,9,0.7666,0.5625,upward,downward
Ceará,Brazil,931152,24015,2021-08-28,2021-08,2021,9135374,336,0,319,9,0.7505,0.5,upward,downward
Ceará,Brazil,931152,24015,2021-08-29,2021-08,2021,9132078,0,0,299,8,0.717,0.4211,downward,downward
Ceará,Brazil,931321,24015,2021-08-30,2021-08,2021,9132078,169,0,323,8,0.7876,0.533,upward,downward
Ceará,Brazil,931561,24025,2021-08-31,2021-08,2021,9134431,240,10,346,8,0.8276,0.4707,upward,downward
Ceará,Brazil,931803,24027,2021-09-01,2021-09,2021,9132078,242,2,305,7,0.77,0.3684,upward,downward
Ceará,Brazil,932267,24041,2021-09-02,2021-09,2021,9132078,464,14,331,8,0.792,0.3809,upward,downward
Ceará,Brazil,932522,24046,2021-09-03,2021-09,2021,9132078,255,5,244,5,0.5303,0.2084,downward,downward
Ceará,Brazil,932934,24065,2021-09-04,2021-09,2021,9132078,412,19,255,8,0.6143,0.4,downward,downward
Ceará,Brazil,933319,24065,2021-09-05,2021-09,2021,9132078,385,0,310,8,0.771,0.4,upward,downward
Ceará,Brazil,933490,24065,2021-09-06,2021-09,2021,9132078,171,0,310,8,0.8096,0.4211,upward,downward
Ceará,Brazil,933732,24085,2021-09-07,2021-09,2021,9132078,242,20,311,9,1.007,0.5293,upward,downward
Ceará,Brazil,934038,24095,2021-09-08,2021-09,2021,9135071,306,10,320,10,0.9937,0.909,upward,upward
Ceará,Brazil,934106,24115,2021-09-09,2021-09,2021,9132078,68,20,263,11,0.949,1.1,upward,upward
Ceará,Brazil,934181,24117,2021-09-10,2021-09,2021,9132078,75,2,237,11,0.736,1.223,downward,stable
Ceará,Brazil,934447,24126,2021-09-11,2021-09,2021,9132078,266,9,217,9,0.68,1.0,downward,upward
Ceará,Brazil,934494,24127,2021-09-12,2021-09,2021,9132078,47,1,168,9,0.562,1.125,downward,upward
Ceará,Brazil,934512,24132,2021-09-13,2021-09,2021,9132254,18,5,146,10,0.452,1.25,downward,stable
Ceará,Brazil,935273,24144,2021-09-14,2021-09,2021,9139515,761,12,221,9,0.6387,1.125,downward,upward
Ceará,Brazil,935383,24144,2021-09-15,2021-09,2021,9133152,110,0,193,7,0.633,1.0,downward,upward
Ceará,Brazil,935400,24139,2021-09-16,2021-09,2021,9132244,17,-5,185,4,0.559,0.5,downward,downward
Ceará,Brazil,935513,24148,2021-09-17,2021-09,2021,9132078,113,9,191,5,0.7827,1.0,upward,upward
Ceará,Brazil,935722,24157,2021-09-18,2021-09,2021,9132078,209,9,183,5,0.718,0.625,downward,downward
Ceará,Brazil,935931,24157,2021-09-19,2021-09,2021,9134118,209,0,206,5,0.6646,0.625,downward,downward
Ceará,Brazil,935931,24157,2021-09-20,2021-09,2021,9132078,0,0,203,4,0.655,0.5,downward,downward
Ceará,Brazil,935400,24158,2021-09-21,2021-09,2021,9245717,-531,1,19,2,0.0611,0.2222,downward,downward
Ceará,Brazil,935400,24163,2021-09-22,2021-09,2021,9245237,0,5,3,3,0.00938,0.3,downward,downward
Ceará,Brazil,935400,24175,2021-09-23,2021-09,2021,9245197,0,12,0,6,0.0,0.5454,downward,downward
Ceará,Brazil,935400,24175,2021-09-24,2021-09,2021,9243856,0,0,-16,4,-0.0675,0.3635,downward,downward
Ceará,Brazil,935400,24175,2021-09-25,2021-09,2021,9243856,0,0,-46,3,-0.212,0.3333,downward,downward
Ceará,Brazil,935400,24197,2021-09-26,2021-09,2021,9243856,0,22,-75,6,-0.4465,0.6665,downward,downward
Ceará,Brazil,935400,24207,2021-09-27,2021-09,2021,9188521,0,10,-75,8,-0.5137,0.8,downward,upward
Ceará,Brazil,935400,24210,2021-09-28,2021-09,2021,9187800,0,3,0,8,0.0,0.8887,downward,upward
Ceará,Brazil,935400,24210,2021-09-29,2021-09,2021,9186921,0,0,0,7,0.0,1.0,downward,upward
Ceará,Brazil,940463,24221,2021-09-30,2021-09,2021,9132078,5063,11,724,7,3.914,1.75,stable,stable
Ceará,Brazil,940756,24233,2021-10-01,2021-10,2021,9132078,293,12,766,9,4.01,1.8,stable,stable
Ceará,Brazil,940854,24240,2021-10-02,2021-10,2021,9132078,98,7,780,10,4.26,2.0,stable,stable
Ceará,Brazil,940929,24246,2021-10-03,2021-10,2021,9132078,75,6,790,7,3.834,1.4,stable,stable
Ceará,Brazil,940931,24246,2021-10-04,2021-10,2021,9132078,2,0,791,6,3.896,1.5,stable,stable
Ceará,Brazil,940993,24255,2021-10-05,2021-10,2021,9132078,62,9,799,7,42.06,3.5,stable,stable
Ceará,Brazil,941041,24270,2021-10-06,2021-10,2021,9132078,48,15,806,9,268.8,3.0,stable,stable
Ceará,Brazil,941227,24281,2021-10-07,2021-10,2021,9132078,186,11,110,9,inf,1.5,stable,stable
Ceará,Brazil,941330,24296,2021-10-08,2021-10,2021,9132078,103,15,82,9,-5.125,2.25,downward,stable
Ceará,Brazil,941581,24309,2021-10-09,2021-10,2021,9134513,251,13,104,10,-2.262,3.334,downward,stable
Ceará,Brazil,941592,24309,2021-10-10,2021-10,2021,9132078,11,0,95,9,-1.267,1.5,downward,stable
Ceará,Brazil,941602,24310,2021-10-11,2021-10,2021,9132078,10,1,96,10,-1.28,1.25,downward,stable
Ceará,Brazil,941604,24317,2021-10-12,2021-10,2021,9132078,2,7,88,9,inf,1.125,stable,upward
Ceará,Brazil,941644,24317,2021-10-13,2021-10,2021,9132078,40,0,87,7,inf,1.0,stable,upward
Ceará,Brazil,941743,24335,2021-10-14,2021-10,2021,9132078,99,18,74,8,0.10223,1.143,downward,upward
Ceará,Brazil,941903,24349,2021-10-15,2021-10,2021,9132078,160,14,82,8,0.10706,0.8887,downward,upward
Ceará,Brazil,942018,24378,2021-10-16,2021-10,2021,9132078,115,29,63,10,0.08075,1.0,downward,upward
Ceará,Brazil,942178,24378,2021-10-17,2021-10,2021,9132078,160,0,84,10,0.1063,1.429,downward,stable
Ceará,Brazil,942216,24378,2021-10-18,2021-10,2021,9132078,38,0,88,10,0.11127,1.667,downward,stable
Ceará,Brazil,942277,24384,2021-10-19,2021-10,2021,9132078,61,6,97,10,0.1214,1.429,downward,stable
Ceará,Brazil,942351,24393,2021-10-20,2021-10,2021,9132078,74,9,101,11,0.1254,1.223,downward,stable
Ceará,Brazil,942500,24427,2021-10-21,2021-10,2021,9133522,149,34,109,14,0.9907,1.556,upward,stable
Ceará,Brazil,942744,24438,2021-10-22,2021-10,2021,9132078,244,11,121,13,1.476,1.444,stable,stable
Ceará,Brazil,942901,24457,2021-10-23,2021-10,2021,9132078,157,19,127,12,1.221,1.2,stable,stable
Ceará,Brazil,942981,24465,2021-10-24,2021-10,2021,9132078,80,8,115,13,1.211,1.444,stable,stable
Ceará,Brazil,943004,24465,2021-10-25,2021-10,2021,9132078,23,0,113,13,1.177,1.3,stable,stable
Ceará,Brazil,943027,24478,2021-10-26,2021-10,2021,9132078,23,13,108,14,1.228,1.556,stable,stable
Ceará,Brazil,943135,24492,2021-10-27,2021-10,2021,9132078,108,14,112,15,1.287,2.143,stable,stable
Ceará,Brazil,943297,24492,2021-10-28,2021-10,2021,9132078,162,0,114,10,1.541,1.25,stable,stable
Ceará,Brazil,943426,24496,2021-10-29,2021-10,2021,9133327,129,4,98,9,1.195,1.125,stable,upward
Ceará,Brazil,943560,24497,2021-10-30,2021-10,2021,9133375,134,1,95,6,1.508,0.6,stable,downward
Ceará,Brazil,943664,24497,2021-10-31,2021-10,2021,9132078,104,0,98,5,1.167,0.5,stable,downward
Ceará,Brazil,943675,24497,2021-11-01,2021-11,2021,9132078,11,0,96,5,1.091,0.5,upward,downward
Ceará,Brazil,943719,24498,2021-11-02,2021-11,2021,9132078,44,1,99,3,1.0205,0.3,upward,downward
Ceará,Brazil,943738,24499,2021-11-03,2021-11,2021,9132078,19,1,87,1,0.8613,0.0909,upward,downward
Ceará,Brazil,943752,24500,2021-11-04,2021-11,2021,9132078,14,1,65,2,0.596,0.1428,downward,downward
Ceará,Brazil,944024,24500,2021-11-05,2021-11,2021,9132078,272,0,86,1,0.711,0.0769,downward,downward
Ceará,Brazil,944178,24503,2021-11-06,2021-11,2021,9132078,154,3,89,1,0.7007,0.0833,downward,downward
Ceará,Brazil,944250,24503,2021-11-07,2021-11,2021,9132078,72,0,84,1,0.7305,0.0769,downward,downward
Ceará,Brazil,944287,24505,2021-11-08,2021-11,2021,9132078,37,2,88,2,0.779,0.1538,upward,downward
Ceará,Brazil,944330,24522,2021-11-09,2021-11,2021,9132494,43,17,88,4,0.815,0.2856,upward,downward
Ceará,Brazil,947860,24527,2021-11-10,2021-11,2021,9166215,3530,5,589,4,5.258,0.2666,stable,downward
Ceará,Brazil,947864,24528,2021-11-11,2021-11,2021,9132078,4,1,588,4,5.156,0.4,stable,downward
Ceará,Brazil,948112,24538,2021-11-12,2021-11,2021,9132078,248,10,584,6,5.96,0.6665,stable,downward
Ceará,Brazil,948251,24549,2021-11-13,2021-11,2021,9132078,139,11,582,7,6.125,1.167,stable,stable
Ceará,Brazil,948326,24549,2021-11-14,2021-11,2021,9132078,75,0,583,7,5.95,1.4,stable,stable
Ceará,Brazil,948384,24554,2021-11-15,2021-11,2021,9132078,58,5,586,7,6.105,1.4,stable,stable
Ceará,Brazil,948384,24554,2021-11-16,2021-11,2021,9132078,0,0,580,5,5.86,1.667,stable,stable
Ceará,Brazil,948547,24567,2021-11-17,2021-11,2021,9132078,163,13,99,6,1.138,6.0,upward,stable
Ceará,Brazil,948585,24574,2021-11-18,2021-11,2021,9132078,38,7,103,7,1.585,3.5,stable,stable
Ceará,Brazil,948914,24582,2021-11-19,2021-11,2021,9132078,329,8,115,7,1.337,7.0,stable,stable
Ceará,Brazil,949043,24588,2021-11-20,2021-11,2021,9132078,129,6,114,6,1.281,6.0,stable,stable
Ceará,Brazil,949128,24588,2021-11-21,2021-11,2021,9132078,85,0,115,6,1.369,6.0,stable,stable
Ceará,Brazil,949140,24600,2021-11-22,2021-11,2021,9132078,12,12,108,7,1.228,3.5,stable,stable
Ceará,Brazil,949181,24606,2021-11-23,2021-11,2021,9132078,41,6,114,8,1.296,2.0,stable,stable
Ceará,Brazil,949400,24615,2021-11-24,2021-11,2021,9132078,219,9,122,7,0.2072,1.75,downward,stable
Ceará,Brazil,949458,24624,2021-11-25,2021-11,2021,9132078,58,9,125,8,0.2125,2.0,downward,stable
Ceará,Brazil,949551,24624,2021-11-26,2021-11,2021,9132972,93,0,91,6,0.1558,1.0,downward,upward
Ceará,Brazil,949590,24624,2021-11-27,2021-11,2021,9132078,39,0,79,6,0.1357,0.857,downward,upward
Ceará,Brazil,949599,24624,2021-11-28,2021-11,2021,9132078,9,0,68,6,0.11664,0.857,downward,upward
Ceará,Brazil,949695,24624,2021-11-29,2021-11,2021,9132078,96,0,80,4,0.1365,0.5713,downward,downward
Ceará,Brazil,949800,24659,2021-11-30,2021-11,2021,9132078,105,35,89,8,0.1534,1.6,downward,stable
Ceará,Brazil,951141,24664,2021-12-01,2021-12,2021,9132078,1341,5,249,7,2.516,1.167,stable,stable
Ceará,Brazil,951559,24667,2021-12-02,2021-12,2021,9132078,418,3,301,7,2.922,1.0,stable,upward
Ceará,Brazil,951638,24667,2021-12-03,2021-12,2021,9132078,79,0,299,7,2.6,1.0,stable,upward
Ceará,Brazil,951821,24673,2021-12-04,2021-12,2021,9132078,183,6,319,7,2.799,1.167,stable,stable
Ceará,Brazil,951897,24674,2021-12-05,2021-12,2021,9132078,76,1,329,8,2.861,1.333,stable,stable
Ceará,Brazil,952175,24687,2021-12-06,2021-12,2021,9132078,278,13,355,9,3.287,1.286,stable,stable
Ceará,Brazil,952510,24691,2021-12-07,2021-12,2021,9132078,335,4,388,5,3.404,0.625,stable,downward
Ceará,Brazil,952669,24703,2021-12-08,2021-12,2021,9132078,159,12,219,6,1.795,0.857,stable,upward
Ceará,Brazil,952894,24709,2021-12-09,2021-12,2021,9132078,225,6,191,6,1.528,0.75,stable,downward
Ceará,Brazil,953019,24717,2021-12-10,2021-12,2021,9133276,125,8,198,8,2.176,1.333,stable,stable
Ceará,Brazil,953160,24720,2021-12-11,2021-12,2021,9134627,141,3,192,7,2.43,1.167,stable,stable
Ceará,Brazil,953169,24721,2021-12-12,2021-12,2021,9134713,9,1,182,7,2.676,1.167,stable,stable
Ceará,Brazil,953239,24721,2021-12-13,2021-12,2021,9135384,70,0,152,5,1.9,1.25,stable,stable
Ceará,Brazil,953294,24731,2021-12-14,2021-12,2021,9132078,55,10,112,6,1.259,0.75,stable,downward
Ceará,Brazil,953335,24738,2021-12-15,2021-12,2021,9132078,41,7,96,5,0.3855,0.7144,downward,downward
